Property_Code;Market;Unit_Status;Street_Address;City;State;Zip_Code;Bedrooms;Bathrooms;Rent;Square;Garage;Listing_Phone;URL;Latitude;Longitude;Long_Description;Is_Cat_Allowed;Is_Dog_Allowed;FloorplanID;Security_Deposit;RentCafeID;PropertyPrimaryID;Photos;BusinessCenter;ChildCare;ClubHouse;CoverPark;FitnessCenter;Garage;Gate;HighSpeed;Laundry;Pool;PlayGround;ShortTermLease;Spa;StorageSpace;Transportation;Availability24Hours;BasketballCourt;ClubDiscount;Concierge;DoorAttendant;Elevator;FreeWeights;HouseSitting;GroupExcercise;GuestRoom;Housekeeping;Library;MealService;NightPatrol;OnSiteMaintenance;OnSiteManagement;PacakageReceiving;Racquetball;RecRoom;Sauna;Sundeck;TennisCourt;TVLounge;Vintage;VolleyballCourt;AdditionalStorage;AirConditioner;Balcony;CableSat;DishWasher;Disposal;Fireplace;Furnished;IndividualClimateControl;LargeClosets;Patio;Washer;WheelChair;WD_Hookup;Alarm;Carport;CeilingFan;ControlledAccess;Courtyard;Dryer;Handrails;Microwave;PrivateBalcony;PrivatePatio;Refrigerator;Skylight;View;WindowCoverings;General_Amenities
s1ft0035;Tampa, FL;Vacant;19319 Wind Dancer Street;Lutz;FL;33558;4;3.0;1995.0;2598.0;False;(800) 339-7368;http://www.invitationhomesforrent.com/apartments/fl/lutz/19319-wind-dancer-street/index.aspx;28.165857;-82.524554;	Freshly renovated, this pet friendly Fenced home has 4 bedrooms and 3 baths and offers almost 2600 square feet of living space. This single story home is situated in the Villa Rosa community on a nice quiet street. It has a great layout with kitchen that overlooks the family room. It is clean and updated with New New Appliances, New Carpet, New Exterior and New Interior Paint. The master bath is spacious as well and features a garden tub and dual sinks. Relax on your covered and screened patio while overlooking the fenced backyard. It is in great proximity to shopping,dining, and more! And..Its only 30-35 minutes to downtown Tampa. Corporate ownership by America's largest single family home rental specialist provides peace of mind, excellent quality and value. This professionally managed and maintained home is available to view today  ;true;true;869404;1995;p0121183;114703;http://www.rentcafe.com/dmslivecafe/3/114703/3_114703_1284255.jpg|http://www.rentcafe.com/dmslivecafe/3/114703/3_114703_1284256.jpg|http://www.rentcafe.com/dmslivecafe/3/114703/3_114703_1284257.jpg|http://www.rentcafe.com/dmslivecafe/3/114703/3_114703_1284258.jpg|http://www.rentcafe.com/dmslivecafe/3/114703/3_114703_1284259.jpg|http://www.rentcafe.com/dmslivecafe/3/114703/3_114703_1284260.jpg|http://www.rentcafe.com/dmslivecafe/3/114703/3_114703_1284261.jpg|http://www.rentcafe.com/dmslivecafe/3/114703/3_114703_1284262.jpg|http://www.rentcafe.com/dmslivecafe/3/114703/3_114703_1284263.jpg|http://www.rentcafe.com/dmslivecafe/3/114703/3_114703_1284264.jpg|http://www.rentcafe.com/dmslivecafe/3/114703/3_114703_1284265.jpg|http://www.rentcafe.com/dmslivecafe/3/114703/3_114703_1284266.jpg|http://www.rentcafe.com/dmslivecafe/3/114703/3_114703_1284267.jpg|http://www.rentcafe.com/dmslivecafe/3/114703/3_114703_1284268.jpg|http://www.rentcafe.com/dmslivecafe/3/114703/3_114703_1284269.jpg|http://www.rentcafe.com/dmslivecafe/3/114703/3_114703_1284270.jpg|http://www.rentcafe.com/dmslivecafe/3/114703/3_114703_1284271.jpg|http://www.rentcafe.com/dmslivecafe/3/114703/3_114703_1284272.jpg|http://www.rentcafe.com/dmslivecafe/3/114703/3_114703_1284273.jpg|;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;24 Hr. Maintenance|Long Lease Terms Available|Pet Friendly|Professionally Managed and Maintained|Recently Remodeled|
FLTA0078;Tampa, FL;Vacant;507 Greenbay Avenue;Brandon;FL;33510;3;2.0;1100.0;1200.0;False;(800) 339-7368;http://www.invitationhomesforrent.com/apartments/fl/brandon/507-greenbay-avenue/index.aspx;27.953781;-82.278579;			This quaint and cozy home is located in Brandon, FL. It has 3 bedrooms, 2 baths and offers approximately 1200 square feet of comfortable living space. The kitchen has been upgraded with beautiful cabinetry, and brand new white appliances. The rest of the home has new carpeting and paint throughout. Make an appointment to see this home today!		;true;true;869447;1100;p0121226;114746;http://www.rentcafe.com/dmslivecafe/3/114746/3_114746_1296845.jpg|http://www.rentcafe.com/dmslivecafe/3/114746/3_114746_1296858.jpg|http://www.rentcafe.com/dmslivecafe/3/114746/3_114746_1296865.jpg|http://www.rentcafe.com/dmslivecafe/3/114746/3_114746_1296867.jpg|http://www.rentcafe.com/dmslivecafe/3/114746/3_114746_1296887.jpg|http://www.rentcafe.com/dmslivecafe/3/114746/3_114746_1296890.jpg|http://www.rentcafe.com/dmslivecafe/3/114746/3_114746_1296904.jpg|;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;24 Hour Maintenance|Long Lease Terms Available|Pet Friendly|Professionally Managed|Recently Remodeled|
FLTA0086;Tampa, FL;Vacant;5524 Treig Lane;Wesley Chapel;FL;33545;4;2.0;1425.0;1874.0;False;(800) 339-7368;http://www.invitationhomesforrent.com/apartments/fl/wesley-chapel/5524-treig-lane/index.aspx;28.235369;-82.291567;This home is located in Westley Chapel, FL.  It has four bedrooms, two baths and offers approximately 1880 square feet of living space. This comfy home has natural painted walls, newer carpet and nice appliances. Providing both excellent quality and value, this professionally managed and maintained home is available to lease today.;true;true;869455;1425;p0121234;114754;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;24 Hour Maintenance|Long Lease Terms Available|Pet Friendly|Professionally Managed|Recently Remodeled|
CASA0178;Northern California;Vacant;522 U st;Rio Linda;CA;95673;3;1.0;1285.0;1008.0;False;(800) 339-7368;http://www.invitationhomesforrent.com/apartments/ca/rio-linda/522-u-st/index.aspx;38.704532;-121.453494;;true;true;863528;1285;p0113636;107512;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;24 Hour Maintenance|Long Lease Terms Available|Pet Friendly|Professionally Managed|Recently Remodeled|
CASA0124;Northern California;Vacant;431 Berthoud St;Sacramento;CA;95838;3;1.5;1350.0;1511.0;False;(800) 339-7368;http://www.invitationhomesforrent.com/apartments/ca/sacramento/431-berthoud-st/index.aspx;38.649333;-121.45543;Wonderful Inviting Home! Come see this fantastic remodeled home by Invitation Homes located in North Sacramento, CA. Featuring 1511 square feet of living space, 3 bedrooms, 1.5 bathrooms and a 2 car garage. Providing both excellent quality and value, this professionally managed and maintained home is available to view today.  ;true;true;863474;1350;p0113582;107458;http://www.rentcafe.com/dmslivecafe/3/107458/3_107458_1265601.jpg|http://www.rentcafe.com/dmslivecafe/3/107458/CA_Sacramento_431Berthoudst._p0113582_07_img7_1_PhotoGallery.jpg|http://www.rentcafe.com/dmslivecafe/3/107458/CA_Sacramento_431Berthoudst._p0113582_03_img3_1_PhotoGallery.jpg|http://www.rentcafe.com/dmslivecafe/3/107458/CA_Sacramento_431Berthoudst._p0113582_04_img4_1_PhotoGallery.jpg|http://www.rentcafe.com/dmslivecafe/3/107458/CA_Sacramento_431Berthoudst._p0113582_05_img5_1_PhotoGallery.jpg|http://www.rentcafe.com/dmslivecafe/3/107458/CA_Sacramento_431Berthoudst._p0113582_06_img6_1_PhotoGallery.jpg|http://www.rentcafe.com/dmslivecafe/3/107458/CA_Sacramento_431Berthoudst._p0113582_09_img9_1_PhotoGallery.jpg|http://www.rentcafe.com/dmslivecafe/3/107458/CA_Sacramento_431Berthoudst._p0113582_10_img10_1_PhotoGallery.jpg|http://www.rentcafe.com/dmslivecafe/3/107458/3_107458_1265605.jpg|http://www.rentcafe.com/dmslivecafe/3/107458/CA_Sacramento_431Berthoudst._p0113582_11_img11_1_PhotoGallery.jpg|http://www.rentcafe.com/dmslivecafe/3/107458/3_107458_1265602.jpg|http://www.rentcafe.com/dmslivecafe/3/107458/3_107458_1265604.jpg|http://www.rentcafe.com/dmslivecafe/3/107458/3_107458_1265603.jpg|;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;24-Hour Maintenance|Long Lease Terms Available|Professionally Managed|Recently Remodeled/Updated|
s1cs0095;Northern California;Vacant;3000 Ramsgate;Rancho Cordova;CA;95670;3;2.0;1325.0;1248.0;False;(800) 339-7368;http://www.invitationhomesforrent.com/apartments/ca/rancho-cordova/3000-ramsgate/index.aspx;38.582576;-121.309449;Looking for a Change? Check out this remodeled home by Invitation Homes located in Rancho Cordova, CA. Featuring 1248 square feet of living space, 3 bedrooms, 2 bathrooms and a 2 car garage. Providing both excellent quality and value, this professionally managed and maintained home is available to view today. ;true;true;863446;1325;p0113553;107429;http://www.rentcafe.com/dmslivecafe/3/107429/3_107429_1280610.jpg|http://www.rentcafe.com/dmslivecafe/3/107429/3_107429_1280626.jpg|http://www.rentcafe.com/dmslivecafe/3/107429/3_107429_1280627.jpg|http://www.rentcafe.com/dmslivecafe/3/107429/3_107429_1280628.jpg|http://www.rentcafe.com/dmslivecafe/3/107429/3_107429_1280612.jpg|http://www.rentcafe.com/dmslivecafe/3/107429/3_107429_1280614.jpg|http://www.rentcafe.com/dmslivecafe/3/107429/3_107429_1280613.jpg|http://www.rentcafe.com/dmslivecafe/3/107429/3_107429_1280629.jpg|http://www.rentcafe.com/dmslivecafe/3/107429/3_107429_1280630.jpg|http://www.rentcafe.com/dmslivecafe/3/107429/3_107429_1280611.jpg|;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;24 Hour Maintenance|Long Lease Terms Available|Pet Friendly|Professionally Managed|Recently Remodeled|
S1CS0068;Northern California;Vacant;4865 Highlands Way;Antioch;CA;94531;3;2.5;1850.0;2144.0;False;(800) 339-7368;http://www.invitationhomesforrent.com/apartments/ca/antioch/4865-highlands-way/index.aspx;37.967316;-121.76545;Invitation Homes invites you to sprawl out in this spacious home!Check out this incredible home located in Antioch , CA. Featuring 2144 square feet of living space, 4 bedrooms, 3 bathrooms and a 3 car garage. Providing both excellent quality and value, this professionally managed and maintained home is available to view today.  ;true;true;863420;1850;p0113526;107402;http://www.rentcafe.com/dmslivecafe/3/107402/3_107402_1131192.jpg|http://www.rentcafe.com/dmslivecafe/3/107402/3_107402_1131197.jpg|http://www.rentcafe.com/dmslivecafe/3/107402/3_107402_1131195.jpg|http://www.rentcafe.com/dmslivecafe/3/107402/3_107402_1131194.jpg|http://www.rentcafe.com/dmslivecafe/3/107402/3_107402_1131196.jpg|http://www.rentcafe.com/dmslivecafe/3/107402/3_107402_1131198.jpg|http://www.rentcafe.com/dmslivecafe/3/107402/3_107402_1131199.jpg|http://www.rentcafe.com/dmslivecafe/3/107402/3_107402_1131200.jpg|http://www.rentcafe.com/dmslivecafe/3/107402/3_107402_1131201.jpg|http://www.rentcafe.com/dmslivecafe/3/107402/3_107402_1131202.jpg|http://www.rentcafe.com/dmslivecafe/3/107402/3_107402_1131203.jpg|http://www.rentcafe.com/dmslivecafe/3/107402/3_107402_1131193.jpg|;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;24 Hour Maintenance|Long Lease Terms Available|Pet Friendly|Professionally Managed|Recently Remodeled|
CALA1183;Los Angeles County, CA;Vacant;13466 Trumball St;Whittier;CA;90605;4;1.0;2250.0;1964.0;False;(800) 339-7368;http://www.invitationhomesforrent.com/apartments/ca/whittier/13466-trumball-st/index.aspx;33.942284;-118.045239;This phenomenal one-story home has 3 bedrooms and 2 baths. This home has great curb appeal and beautifully landscaped front yard. The interior features new flooring and the kitchen has beautiful tile counters with white cabinets, and modern appliances. The bedrooms provide great closet space! Don't miss out on this one.;true;true;863347;1500;p0113453;107329;http://www.rentcafe.com/dmslivecafe/3/107329/3_107329_503261.jpg|http://www.rentcafe.com/dmslivecafe/3/107329/3_107329_503262.jpg|http://www.rentcafe.com/dmslivecafe/3/107329/3_107329_503263.jpg|http://www.rentcafe.com/dmslivecafe/3/107329/3_107329_503264.jpg|;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;1 car garage|24-Hour Maintenance|Long Lease Terms Available|Pet Friendly|Professionally Managed|Recently Remodeled/Updated|Efficient Appliances|
s1ap1198;Phoenix, AZ;Vacant;3442 S Bowman Rd;Apache Junction;AZ;85119;4;2.5;1100.0;2300.0;False;(855) 390-7368;http://www.invitationhomesforrent.com/apartments/az/apache-junction/3442-s-bowman-rd/index.aspx;33.383862;-111.522662;	Coming Soon!  This home is currently being enjoyed by another resident. Please respect their privacy and do not disturb. This home features 5 Bedrooms, 2.5 Baths, and 2300 sqft of living space. Apply Now and move in as soon as April 15th, 2014. If you're ready to move now, many of our other homes are available for immediate move-in! Contact our Tempe, AZ office at 855-390-7368 and we will match you with one of our Professional Leasing Agents in the area that you are interested in. We will find you the right home and get you moved in at the right time. Call today!	 	 	For more information on this property please continue to Ihrent.com or call (855) 390-7368.	 	To find out about our qualification requirements click here.	 	City tax and a 2.5% administrative fee are added to the monthly rent amount.  	 	Security deposit holds the home up to 21 days.	 	Invitation Homes - Phoenix;true;true;856001;1100;p0116331;110123;http://www.rentcafe.com/dmslivecafe/3/110123/3_110123_459711.jpg|http://www.rentcafe.com/dmslivecafe/3/110123/3_110123_459708.jpg|http://www.rentcafe.com/dmslivecafe/3/110123/3_110123_459709.jpg|http://www.rentcafe.com/dmslivecafe/3/110123/3_110123_459710.jpg|http://www.rentcafe.com/dmslivecafe/3/110123/3_110123_459712.jpg|http://www.rentcafe.com/dmslivecafe/3/110123/3_110123_459714.jpg|http://www.rentcafe.com/dmslivecafe/3/110123/3_110123_459715.jpg|http://www.rentcafe.com/dmslivecafe/3/110123/3_110123_459716.jpg|http://www.rentcafe.com/dmslivecafe/3/110123/3_110123_459717.jpg|http://www.rentcafe.com/dmslivecafe/3/110123/3_110123_459719.jpg|;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;2-Car Garage|24-Hour Maintenance|Long Lease Terms Available|Pet Friendly|Professionally Managed|Recently Remodeled/Updated|
s1ap1181;Phoenix, AZ;Vacant;907 W. Saint Kateri;Phoenix;AZ;85041;3;2.0;1100.0;1349.0;True;(855) 390-7368;http://www.invitationhomesforrent.com/apartments/az/phoenix/907-w-saint-kateri/index.aspx;33.385225;-112.084269;Coming Soon!  This home is currently being enjoyed by another resident. Please respect their privacy and do not disturb. This home features 3 Bedrooms, 2 Baths, and 1349 sqft of living space. Apply Now and move in as soon as April 15th, 2014. If you're ready to move now, many of our other homes are available for immediate move-in! Contact our Tempe, AZ office at 855-390-7368 and we will match you with one of our Professional Leasing Agents in the area that you are interested in. We will find you the right home and get you moved in at the right time. Call today!  For more information on this property please continue to Ihrent.com or call (855) 390-7368. To find out about our qualification requirements click here. City tax and a 2.5% administrative fee are added to the monthly rent amount.   Security deposit holds the home up to 21 days. Invitation Homes - Phoenix;true;true;855984;1100;p0116314;110106;http://www.rentcafe.com/dmslivecafe/3/110106/3_110106_1300834.jpg|http://www.rentcafe.com/dmslivecafe/3/110106/3_110106_535849.jpg|http://www.rentcafe.com/dmslivecafe/3/110106/3_110106_535851.jpg|http://www.rentcafe.com/dmslivecafe/3/110106/3_110106_535850.jpg|http://www.rentcafe.com/dmslivecafe/3/110106/3_110106_535852.jpg|http://www.rentcafe.com/dmslivecafe/3/110106/3_110106_535853.jpg|http://www.rentcafe.com/dmslivecafe/3/110106/3_110106_535855.jpg|http://www.rentcafe.com/dmslivecafe/3/110106/3_110106_535856.jpg|http://www.rentcafe.com/dmslivecafe/3/110106/3_110106_535854.jpg|http://www.rentcafe.com/dmslivecafe/3/110106/3_110106_535848.jpg|;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;True;False;False;True;24 Hour Maintenance|Long Lease Terms Available|Pet Friendly|Professionally Managed|Recently Remodeled|Carpeting|
s1ap1168;Phoenix, AZ;Vacant;3440 E Southern AVE 1037;Mesa;AZ;85204;3;2.0;1250.0;1653.0;True;(855) 390-7368;http://www.invitationhomesforrent.com/apartments/az/mesa/3440-e-southern-ave-1037/index.aspx;33.396168;-111.754639;Coming Soon!  This home is currently being enjoyed by another resident. Please respect their privacy and do not disturb. This home features 3 Bedrooms, 2 Baths, and 1653 sqft of living space.Apply Now and move in as soon as April 15th, 2014. If you're ready to move now, many of our other homes are available for immediate move-in! Contact our Tempe, AZ office at 855-390-7368 and we will match you with one of our Professional Leasing Agents in the area that you are interested in. We will find you the right home and get you moved in at the right time. Call today!  For more information on this property please continue to Ihrent.com or call (855) 390-7368. To find out about our qualification requirements click here. City tax and a 2.5% administrative fee are added to the monthly rent amount.   Security deposit holds the home up to 21 days. Invitation Homes - Phoenix;true;true;855971;1250;p0116301;110093;http://www.rentcafe.com/dmslivecafe/3/110093/3_110093_1280265.jpg|http://www.rentcafe.com/dmslivecafe/3/110093/3_110093_1271044.jpg|http://www.rentcafe.com/dmslivecafe/3/110093/3_110093_1271045.jpg|http://www.rentcafe.com/dmslivecafe/3/110093/3_110093_1271046.jpg|http://www.rentcafe.com/dmslivecafe/3/110093/3_110093_1271047.jpg|http://www.rentcafe.com/dmslivecafe/3/110093/3_110093_1271048.jpg|http://www.rentcafe.com/dmslivecafe/3/110093/3_110093_1271049.jpg|http://www.rentcafe.com/dmslivecafe/3/110093/3_110093_1271050.jpg|http://www.rentcafe.com/dmslivecafe/3/110093/3_110093_1271051.jpg|http://www.rentcafe.com/dmslivecafe/3/110093/3_110093_1271053.jpg|http://www.rentcafe.com/dmslivecafe/3/110093/3_110093_1271054.jpg|http://www.rentcafe.com/dmslivecafe/3/110093/3_110093_1271055.jpg|http://www.rentcafe.com/dmslivecafe/3/110093/3_110093_1271056.jpg|http://www.rentcafe.com/dmslivecafe/3/110093/3_110093_1271057.jpg|;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;True;True;False;False;True;False;False;True;False;False;False;False;True;False;False;True;False;False;True;24 Hour Maintenance|Long Lease Terms Available|Pet Friendly|Professionally Managed|Recently Remodeled|Carpeting|Hardwood Floors|High Ceilings|
AZPH0850;Phoenix, AZ;Vacant;124 W. Hayden Park Rd.;San Tan Valley;AZ;85143;4;2.5;999.0;2485.0;True;(855) 390-7368;http://www.invitationhomesforrent.com/apartments/az/san-tan-valley/124-w-hayden-park-rd/index.aspx;33.141176;-111.568025;Come take a look at this spacious bi-level home that offers a 4 Bedroom, 2 Bath 2485 Sq Ft layout with vast living spaces! The kitchen features a nice & open concept with surround cabinetry & a center island plus comes with a great view of the adjacent living space & dining area. Carpet can be found inside each of the bedroom, along with light interior paint and walk-in closets (Found in select rooms). You won't want to miss the front & rear patios or the large backyard! Appliances to be installed. For more information on this property please continue to Ihrent.com or call (855) 390-7368. To find out about our qualification requirements click here. City tax and a 2.5% administrative fee are added to the monthly rent amount.   Security deposit holds the home up to 21 days. Invitation Homes - Phoenix;true;true;855657;999;p0115986;109778;http://www.rentcafe.com/dmslivecafe/3/109778/3_109778_1254122.jpg|http://www.rentcafe.com/dmslivecafe/3/109778/3_109778_1254123.jpg|http://www.rentcafe.com/dmslivecafe/3/109778/3_109778_1254124.jpg|http://www.rentcafe.com/dmslivecafe/3/109778/3_109778_1254125.jpg|http://www.rentcafe.com/dmslivecafe/3/109778/3_109778_1254126.jpg|http://www.rentcafe.com/dmslivecafe/3/109778/3_109778_1254127.jpg|http://www.rentcafe.com/dmslivecafe/3/109778/3_109778_1254128.jpg|http://www.rentcafe.com/dmslivecafe/3/109778/3_109778_1254129.jpg|http://www.rentcafe.com/dmslivecafe/3/109778/3_109778_1254130.jpg|http://www.rentcafe.com/dmslivecafe/3/109778/3_109778_1254131.jpg|http://www.rentcafe.com/dmslivecafe/3/109778/3_109778_1254132.jpg|http://www.rentcafe.com/dmslivecafe/3/109778/3_109778_1254133.jpg|http://www.rentcafe.com/dmslivecafe/3/109778/3_109778_1254134.jpg|http://www.rentcafe.com/dmslivecafe/3/109778/3_109778_1254135.jpg|http://www.rentcafe.com/dmslivecafe/3/109778/3_109778_1254136.jpg|http://www.rentcafe.com/dmslivecafe/3/109778/3_109778_1254137.jpg|http://www.rentcafe.com/dmslivecafe/3/109778/3_109778_1254138.jpg|http://www.rentcafe.com/dmslivecafe/3/109778/3_109778_1254139.jpg|;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;True;24 Hour Maintenance|Long Lease Terms Available|Pet Friendly|Professionally Managed|Recently Remodeled|Carpeting|
S1AP0783;Phoenix, AZ;Vacant;29357 N 67th Drive;Peoria;AZ;85383;3;2.5;1499.0;2525.0;True;(855) 390-7368;http://www.invitationhomesforrent.com/apartments/az/peoria/29357-n-67th-drive/index.aspx;33.751016;-112.205093;	Located in a secluded Peoria neighborhood near several mountain preserves and numerous recreational activities, this home should be at the top of your list! With a versatile floor plan and over 2,500 square feet, everyone will enjoy relaxing on a quiet afternoon or entertaining family & friends during a weekend get to together. The front family / dining room transitions nicely into the large island kitchen which features stainless appliances and a cozy breakfast nook. An adjacent living room is filled with natural light and the expansive ceiling gives the space an open and airy feel. Upstairs you'll love the loft / bonus room with a built-in computer station and walk-in closets in all three bedrooms! 		This one is going fast, call us today!		For more information on this property please continue to Ihrent.com or call (855) 390-7368.	 	To find out about our qualification requirements click here.	 	City tax and a 2.5% administrative fee are added to the monthly rent amount.  	 	Security ;true;true;855590;1499;p0115915;109707;http://www.rentcafe.com/dmslivecafe/3/109707/3_109707_454804.jpg|http://www.rentcafe.com/dmslivecafe/3/109707/3_109707_454805.jpg|http://www.rentcafe.com/dmslivecafe/3/109707/3_109707_454806.jpg|http://www.rentcafe.com/dmslivecafe/3/109707/3_109707_454807.jpg|http://www.rentcafe.com/dmslivecafe/3/109707/3_109707_454808.jpg|http://www.rentcafe.com/dmslivecafe/3/109707/3_109707_454809.jpg|http://www.rentcafe.com/dmslivecafe/3/109707/3_109707_454810.jpg|http://www.rentcafe.com/dmslivecafe/3/109707/3_109707_454811.jpg|http://www.rentcafe.com/dmslivecafe/3/109707/3_109707_454812.jpg|http://www.rentcafe.com/dmslivecafe/3/109707/3_109707_454813.jpg|http://www.rentcafe.com/dmslivecafe/3/109707/3_109707_454814.jpg|http://www.rentcafe.com/dmslivecafe/3/109707/3_109707_454815.jpg|http://www.rentcafe.com/dmslivecafe/3/109707/3_109707_454816.jpg|http://www.rentcafe.com/dmslivecafe/3/109707/3_109707_454817.jpg|http://www.rentcafe.com/dmslivecafe/3/109707/3_109707_454818.jpg|http://www.rentcafe.com/dmslivecafe/3/109707/3_109707_454819.jpg|http://www.rentcafe.com/dmslivecafe/3/109707/3_109707_454820.jpg|http://www.rentcafe.com/dmslivecafe/3/109707/3_109707_454821.jpg|http://www.rentcafe.com/dmslivecafe/3/109707/3_109707_454822.jpg|http://www.rentcafe.com/dmslivecafe/3/109707/3_109707_454823.jpg|;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;24-Hour Maintenance|Long Lease Terms Available|Pet Friendly|Professionally Managed|Recently Remodeled/Updated|Carpeting|High Ceilings|
